,KKKD068,KKKD068_V1,KKKD068_V2,KKU055,KKU055_V1,KKU055_V2,KKU213c,KKU213c_V1,KKU213c_V2,RBE,RBE_V1,RBE_V2
ENSG00000154262,6.797861,1.436924,1.535061,0.22013,0,0,0,0.0239,0.006159,0,0.015908,0.026347
ENSG00000154263,9.592715,7.052215,8.622864,0.566368,0.235003,0.24929,4.100642,3.619719,3.720504,0.557782,0.945591,1.239445
ENSG00000154265,6.256641,7.106441,5.697431,5.720874,7.596451,8.559518,1.89681,2.663102,3.06927,0.900048,1.154693,3.115629
ENSG00000154269,0.153824,0.086929,0.066911,0,0.072979,0.15407,0,0,0,0.02362,0.30298,0.338768
ENSG00000154274,0.264701,0.665921,0.844429,0.039805,0.435568,0.80053,0.251584,1.839109,1.641086,1.97105,3.791429,4.760769
ENSG00000154277,24.318533,45.301367,51.289938,0.22024,0.672082,1.389455,0.396949,2.165125,4.133891,0,0,0
ENSG00000154305,32.970939,37.45625,26.778147,24.589675,31.978183,32.481404,15.243483,10.01805,15.93133,47.266972,59.807956,55.918901
ENSG00000154309,3.632375,3.201713,4.555396,0.887897,1.325208,1.660807,0.337347,0.326749,0.285651,1.065307,1.691914,2.074439
ENSG00000154310,3.310605,16.440048,13.289553,2.447576,7.896338,7.797146,0.321286,3.097977,2.163519,10.710771,19.054019,19.114445
ENSG00000154316,0,0,0.075654,0.295155,0.500287,0.292532,0,0,0,0,0,0
ENSG00000154319,0.278091,0.520781,0.466956,5.382085,6.307898,6.592324,3.983663,1.984649,2.419661,0.648333,1.513785,1.486605
ENSG00000154328,8.385453,4.686632,6.639467,21.100388,14.841517,15.629343,5.342282,5.630601,4.856849,7.578732,3.829107,2.955217
ENSG00000154330,0.04395,0.383452,0.141222,0.424042,1.280901,1.279396,1.4341,1.089478,0.74119,0.086705,0.952456,0.419794
ENSG00000154342,0,0.659862,0.460139,0,0.201427,0.283071,0,0,0.036398,0.024447,0,0
ENSG00000154358,1.469308,3.076019,1.680737,0.458652,0.496033,0.288647,1.598904,1.296429,0.946458,11.67918,8.828546,4.795837
ENSG00000154359,5.916326,3.811388,4.854799,14.649856,14.952198,11.126578,2.041694,1.641389,1.867168,2.041358,0.872733,0.366249
ENSG00000154370,17.66519,16.969306,18.963476,22.56813,31.121864,27.084847,23.759981,24.857452,27.306878,28.872628,35.760155,33.883893
ENSG00000154380,82.798149,91.515718,89.421025,110.180079,104.791285,112.636493,45.863263,73.94442,75.743854,147.608141,193.249449,230.525712
ENSG00000154415,0.464121,0.738966,0.983234,0,0,0.135575,0,0,0,0,0,0
ENSG00000154429,6.488396,4.376865,4.273199,8.353883,11.343713,10.671028,5.602216,4.77851,5.286728,4.461832,2.974277,2.603781
ENSG00000154438,0,0,0.040239,1.3621,2.537141,2.203892,0,0,0,0,0,0
ENSG00000154447,13.919844,16.748593,13.354515,2.187257,2.846737,2.408572,6.732392,4.822186,6.35851,27.531122,23.315913,21.745206
ENSG00000154451,1.017015,2.645456,2.403869,0.045442,0.106319,0.109665,0.301892,0.400981,0.758413,0.073713,0.121038,0.335323
ENSG00000154473,193.913435,166.821545,159.858677,242.059501,194.977622,206.321003,156.077564,94.504904,102.636489,197.305961,137.477058,107.27967
ENSG00000154478,0,0,0,0,0,0,0.008383,0,0,0,0,0
ENSG00000154479,0.235157,0.166753,0.134588,0.139597,0.804145,0.561547,0,0,0,0.067886,0.261083,0.236513
ENSG00000154485,0.089504,0.048252,0.077872,0,0.121339,0,0,0,0,0,0.113275,0.030396
ENSG00000154493,0.301656,0.950916,0.298777,0,0.08701,0,0,0.18113,0.128218,0.642688,1.686715,0.912529
ENSG00000154511,14.665577,13.794125,15.957276,4.407602,9.213083,7.578904,8.534793,9.259111,9.1625,2.708055,4.474268,5.897296
ENSG00000154518,437.84552,438.882233,440.430028,305.043495,376.21577,376.166436,300.285663,329.905369,356.343572,280.237508,322.681967,323.666217
ENSG00000154529,40.294624,27.14245,24.556733,1.223979,3.169892,1.795784,1.638853,5.611835,3.580288,36.247068,21.11367,15.234682
ENSG00000154545,7.377768,13.801991,12.903315,11.8915,6.501082,5.567513,0,0,0,0,0,0
ENSG00000154548,1.445239,2.103052,1.696045,3.089193,3.351957,4.29414,0,0.027493,0,1.163605,0.538017,0.432293
ENSG00000154553,10.568545,10.119002,11.45426,2.712246,6.207341,6.099319,1.656583,4.351602,4.796815,2.855009,3.946583,6.240355
ENSG00000154556,7.090903,3.259746,1.680513,26.460751,36.175015,31.921833,0.23255,0.32277,0.212965,7.058294,7.608399,5.480753
ENSG00000154582,156.346426,201.757546,193.719977,202.465475,215.742823,210.142465,218.650426,214.57294,219.867618,146.452312,154.959676,156.39845
ENSG00000154589,6.090585,13.802,17.280668,0,0.565161,0.151342,0,0.386149,0.684939,2.008271,4.587725,5.006927
ENSG00000154608,0.093978,0.089173,0.085253,0.10155,0.357599,0.176081,0,0,0.043038,0.13866,0.222307,0.020675
ENSG00000154611,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154620,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154639,6.39439,17.949947,18.567111,25.744235,28.442009,27.786972,17.573641,24.591096,27.924911,1.931625,5.152287,4.29295
ENSG00000154640,27.1472,44.565881,45.839903,70.193766,81.501264,79.289504,27.441645,29.305775,27.655476,21.007406,20.601002,11.384249
ENSG00000154642,2.734648,3.764692,5.016206,15.565012,16.457957,15.456258,7.307716,6.280115,8.016428,3.562973,2.414614,2.502194
ENSG00000154645,0.053863,0.037069,0.141342,0.067763,0,0.280164,0,0,0.035202,0,0,0.076543
ENSG00000154646,3.09229,8.226936,7.894169,0,0,0,0,0.149433,0.092408,0,0,0
ENSG00000154654,0.691564,0.328004,0.28035,0,0.030364,0,0,0,0.734382,0.029485,0,0
ENSG00000154655,0.753769,0.57581,0.703669,2.58888,4.059331,3.698862,0,0,0,0.370035,0.497125,0.315394
ENSG00000154678,0,0,0.007547,0,0,0,0.047929,0.268193,0.267929,0.365528,1.071961,1.920377
ENSG00000154710,35.404767,36.628847,39.235079,16.65532,19.874642,20.401496,26.540871,20.933019,22.487229,16.811964,18.269569,14.29059
ENSG00000154719,29.994608,33.471848,29.251941,45.294283,36.624604,36.639054,65.874256,43.534671,44.456393,21.992107,18.757989,13.482329
ENSG00000154721,0.056562,0.081229,0.15888,0.085109,0.212479,0.164397,0.0492,0.011629,0,0.033132,0,0.144362
ENSG00000154723,213.90168,236.751521,224.845847,331.450272,407.47492,418.758436,275.51967,305.520847,368.71323,190.994462,193.41389,202.446276
ENSG00000154727,14.432249,9.422729,10.656374,11.914081,7.006146,7.561986,7.361242,7.241814,7.356013,11.096163,7.543315,6.984021
ENSG00000154734,3.938471,2.976899,2.4836,0.015083,0,0.01214,0.122646,1.179392,1.021232,0.521272,0.899656,1.28292
ENSG00000154736,0,0,0,0,0,0,0,0,0.011083,0,0,0
ENSG00000154743,25.776319,12.734907,20.925719,17.284593,12.099578,17.085021,27.718251,19.315067,23.513835,12.547494,13.229926,9.307596
ENSG00000154760,17.31796,21.50114,16.775155,8.730083,9.958297,8.914122,12.665249,8.083196,7.842257,10.327802,5.29821,2.970208
ENSG00000154764,0.57101,0.530205,0.548136,0,0,0,26.873258,22.806504,23.855008,0,0,0
ENSG00000154767,13.928137,14.802129,13.251024,26.865501,22.400268,19.140815,6.392356,5.179733,5.406348,18.963197,16.319778,14.086662
ENSG00000154781,16.495766,10.414716,12.681822,24.007444,18.656806,22.925008,12.676187,8.676553,10.15009,14.051121,10.813417,7.425558
ENSG00000154783,2.89535,3.105706,3.655399,0.099739,0.088838,0.098751,0.27057,0.022714,0.048586,0.097012,0.062217,0.171093
ENSG00000154803,15.592213,14.041338,17.400816,14.914157,12.765052,13.007985,13.522405,15.736396,14.259309,20.437262,28.903324,26.529167
ENSG00000154813,22.27621,33.909836,32.893188,29.528357,31.737934,31.818387,22.709399,26.305085,31.04888,8.854281,18.978421,19.901524
ENSG00000154814,13.528169,16.469243,17.62069,12.939055,11.963744,14.079407,24.881793,25.318193,27.055837,7.159088,5.009405,7.31936
ENSG00000154822,9.468262,5.343331,5.448824,8.265856,6.989914,6.650007,2.358779,2.520321,2.434633,4.322742,3.654763,2.400343
ENSG00000154832,23.704209,36.387793,29.931964,39.266983,43.811828,42.554137,25.839008,42.016544,44.971162,40.461251,36.991116,38.798833
ENSG00000154845,74.124678,60.218385,61.164967,36.369515,36.390257,38.140497,61.575662,56.174431,60.616175,58.093252,61.42352,42.657345
ENSG00000154856,0.037946,0.074978,0.05474,1.871721,1.674242,2.715131,0.102582,0.038807,0.041139,0.128906,0.074091,0.07135
ENSG00000154864,0.315984,0.229721,0.491806,0,0,0,0,0.057488,0.024372,4.28225,2.197471,2.504562
ENSG00000154874,1.958202,5.682822,3.215649,0.01046,0.116167,0.089318,1.531738,2.29319,2.262762,0.017499,0.177078,0.114797
ENSG00000154889,35.270351,30.080265,27.944987,14.171317,16.317083,12.896961,11.342646,6.172505,6.961213,25.402318,25.693383,28.061154
ENSG00000154898,0.368675,0.242246,0.20205,0.090462,0.26035,0.235662,0.538394,0.02176,0.117596,0.083471,0.248898,0.41573
ENSG00000154914,0.648824,1.294691,0.996615,1.430888,1.389854,1.803445,4.542277,3.671348,4.980655,2.690471,3.48418,3.361489
ENSG00000154917,2.857297,16.836531,19.780242,7.448205,21.911944,23.028918,0.473211,2.596805,1.833978,1.305435,4.078805,4.2439
ENSG00000154920,15.862162,19.067837,19.010337,23.88815,22.82888,18.923501,2.992908,2.795073,2.742029,15.81879,11.677803,6.734697
ENSG00000154928,0.040768,0.890613,0.088103,0.166717,0.183294,0.482452,0.276695,0.689077,0.726617,0.83062,0.790678,0.597333
ENSG00000154930,15.477721,5.83737,4.808083,4.147096,5.059735,4.907221,4.865688,3.4138,3.466489,6.025797,5.131242,3.903922
ENSG00000154945,33.974919,29.714674,27.499437,41.681503,42.285849,39.033448,11.352605,10.61231,10.798403,29.681049,41.456644,41.446492
ENSG00000154957,1.454807,1.685211,1.302128,2.287313,2.079155,1.529287,1.315396,2.713495,2.305558,1.605893,1.744833,2.218491
ENSG00000154975,0,0,0,0,0,0,0.060077,0,0,0,0,0.133242
ENSG00000154978,167.505111,134.468749,146.429982,37.400547,44.386131,44.4277,36.983034,45.63064,47.785328,73.275315,69.98675,62.755218
ENSG00000154997,0.992483,1.182803,0.826672,0.438459,0.420332,0.368216,2.066671,2.42236,2.498972,0.593656,0.588308,0.502835
ENSG00000155008,9.236096,9.55904,8.339435,15.57462,19.606583,16.793151,3.933312,3.992731,5.339042,9.977356,13.370158,11.499849
ENSG00000155011,0,0,0.076672,0,0,0,0,0,0,0,0,0
ENSG00000155016,2.035285,6.761224,6.32138,3.014148,4.440408,4.306426,1.376924,1.227634,1.447267,2.571114,2.349513,4.833138
ENSG00000155026,0.087239,0.589579,1.633066,0.538235,0.642201,0.885415,0,0.477737,0.824164,0.748703,0.840178,1.454095
ENSG00000155034,9.791474,11.631653,11.009996,6.74496,9.588577,9.749179,19.659175,22.875564,24.524198,7.231471,10.325495,10.934309
ENSG00000155052,0,0.015966,0.025796,0,0,0,0,0.018292,0.009694,0,0,0
ENSG00000155066,0.084899,0.053853,0.267355,0.095805,0.096016,0.020295,40.005192,29.207655,33.464377,0.219707,0.509609,0.156311
ENSG00000155070,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155085,1.674962,6.426563,5.748373,1.976457,4.506555,4.366195,6.348821,7.847001,12.261765,1.578909,6.638415,6.803822
ENSG00000155087,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155090,24.300346,26.58384,27.037613,48.189811,57.578982,58.03288,21.331796,15.488536,16.103835,31.386399,27.131869,22.360301
ENSG00000155093,6.77362,12.172008,11.314058,3.529054,1.839895,1.318745,0.191899,0.286463,0.344674,0.339612,0.411436,0.148661
ENSG00000155096,119.126668,109.713503,101.192665,122.688479,195.165547,205.673417,148.85134,108.4743,123.453999,84.657109,88.947949,72.781357
ENSG00000155097,73.692027,81.109608,75.380249,40.168786,73.001639,72.076809,31.735558,52.781115,46.506431,41.403182,56.40538,54.170966
ENSG00000155099,27.822985,14.42871,20.296838,26.961606,24.025379,26.843501,8.404819,8.631173,9.929727,11.958623,13.589358,14.015218
ENSG00000155100,26.566263,22.362834,18.974222,30.217339,27.740072,27.322311,20.14696,19.491493,20.778848,19.085289,18.675883,21.259167
ENSG00000155111,15.129702,16.460939,14.687255,8.239178,7.957525,7.83537,6.039219,7.97414,9.425748,6.948925,7.370609,9.04029
ENSG00000155115,80.982197,28.21961,26.485118,125.866991,36.422819,46.274792,42.305312,17.562697,16.04771,79.003278,33.133715,18.766811
ENSG00000155158,5.409924,3.594347,3.301036,2.823274,3.997614,2.321927,0.751688,2.100062,2.463857,0.53174,0.559891,0.806581
ENSG00000155189,19.584271,20.387723,16.523903,37.812423,41.052647,35.631645,32.177432,31.839317,29.661015,15.827964,13.227821,13.248892
ENSG00000155229,43.340099,48.065632,50.145889,45.472098,47.90482,45.777102,64.606586,47.906301,51.605855,56.703928,49.553974,48.676701
ENSG00000155249,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155252,15.766255,21.200871,20.8055,17.399039,20.233117,19.289346,33.911945,43.046259,44.77712,25.675545,45.773398,59.295664
ENSG00000155254,26.710887,7.363403,6.689273,22.909266,9.428175,7.538685,28.828989,11.303131,12.25149,18.936676,9.183813,8.534852
ENSG00000155256,18.485711,20.252425,19.752855,29.988649,39.487984,40.109706,5.794876,4.291622,5.358188,28.301699,26.680351,32.934524
ENSG00000155265,1.035186,1.58676,1.016218,0.413228,1.453503,1.150741,2.214473,3.283872,4.230769,3.631655,5.43663,8.455073
ENSG00000155269,0,0,0,0,0,0.088597,0,0.038523,0,0.08189,0,0
ENSG00000155275,4.271977,4.938968,5.550004,17.217723,14.058051,13.749231,5.516457,7.140925,6.726573,9.447876,9.986154,10.508338
ENSG00000155287,28.66008,29.098763,34.405482,40.886678,32.617339,34.269937,37.13333,32.107663,28.772855,23.373942,18.895043,18.047115
ENSG00000155304,34.145815,47.152169,47.051897,30.014914,31.726905,30.384513,19.702022,22.599993,23.673825,18.993746,22.33376,23.858305
ENSG00000155307,1.941332,1.770036,2.459767,0,0,0,0,0.1686,0.089413,0,0,0
ENSG00000155313,17.927293,16.199206,20.362883,16.26195,14.607281,16.907618,19.752954,22.456056,23.730251,20.538095,27.942638,29.583923
ENSG00000155324,22.653884,22.278207,22.168323,9.016905,13.74136,12.173354,7.226907,14.937531,15.433653,13.850945,12.985761,13.598168
ENSG00000155329,32.163551,23.88891,27.246807,47.554166,26.085168,35.865112,33.711214,22.855977,22.989108,18.7444,15.663067,14.532643
ENSG00000155330,9.410994,11.903349,13.082108,10.454826,15.530355,16.212075,11.654944,19.892436,21.601556,8.600835,11.962942,11.544531
ENSG00000155363,56.639722,31.747617,31.229142,75.367703,46.075691,37.238513,23.629488,11.671037,13.292475,35.203037,30.401876,20.813091
ENSG00000155366,364.598093,421.953861,429.969581,361.837683,547.906161,541.66957,211.575179,276.770743,295.28727,332.968287,432.191779,461.284344
ENSG00000155367,0.674144,7.132823,9.323713,3.6977,14.283081,16.417003,1.23893,3.940689,3.093597,0.591002,3.009354,5.135033
ENSG00000155368,299.366709,316.171266,289.021459,376.882168,355.22531,346.585168,243.310658,276.072654,314.188398,493.590823,561.524127,691.367352
ENSG00000155380,64.820169,56.328625,53.624959,113.545081,107.002111,109.82315,75.328239,57.874126,62.112546,27.850553,22.683053,14.18006
ENSG00000155393,20.047797,11.105042,12.059801,13.685723,10.707501,9.101386,26.482055,12.416785,14.674311,13.742063,9.293319,5.971143
ENSG00000155428,0,0,0.138186,0.065115,0.678548,0.6874,0,0,0.135062,0,0.165328,0.226737
ENSG00000155438,78.350201,65.897745,53.882928,72.013898,81.307504,86.128248,131.121459,76.361622,78.077161,108.458375,96.878902,90.418199
ENSG00000155463,71.624505,63.122187,65.724422,102.325063,104.286001,98.563932,113.203341,90.956413,99.702402,96.33471,111.159835,97.734711
ENSG00000155465,0.740229,1.61074,2.613331,0.721232,5.978833,4.704494,0.165001,0.255628,0.382511,3.737507,4.738985,5.166864
ENSG00000155495,1.87535,6.539549,6.99423,0,0,0,1.393374,4.94742,5.438739,0,0,0
ENSG00000155506,136.552438,107.344479,109.753794,126.090132,140.895631,129.773814,274.771831,236.880972,254.242605,148.952818,139.788602,101.616713
ENSG00000155508,31.845681,29.970881,33.990478,28.906485,28.450822,29.831232,59.047027,66.067426,68.392037,27.455066,26.267122,33.49023
ENSG00000155511,0,0,0,0,0.037114,0,0.066938,0.018333,0.349894,0.036055,0.406339,0.030584
ENSG00000155530,0.387917,1.10238,0.893362,0.104903,0.111096,0.154052,0,0.86756,0.817104,0,0.156962,0.332007
ENSG00000155542,27.373581,21.415572,22.660163,6.230201,7.705524,8.972275,2.444745,2.231545,2.742686,18.048448,12.468428,12.05865
ENSG00000155545,15.346544,9.552305,14.77448,11.565507,8.865243,11.170343,5.478944,4.375857,4.48528,7.219329,8.52801,8.298356
ENSG00000155561,80.764596,68.912518,69.040211,55.246306,46.703956,46.446369,33.052279,18.257753,17.48338,43.539981,32.950184,23.574096
ENSG00000155592,2.740906,2.629382,2.481449,3.07336,1.839064,2.207734,1.038246,0.955188,0.811857,3.689558,2.912987,3.276604
ENSG00000155621,12.501129,11.523476,10.120287,9.900898,12.978199,8.899261,14.935704,18.897382,19.628796,9.510992,16.347256,16.392577
ENSG00000155622,0,0,0.532038,0,0,0,0.658754,6.868246,7.042927,0,0,0
ENSG00000155629,1.508182,2.590312,2.224733,0.814056,2.314285,2.65814,1.778618,2.548192,3.02784,2.420201,3.378414,2.621873
ENSG00000155636,8.165494,9.825374,11.45719,7.385834,16.101796,9.179934,13.775196,14.778382,13.882807,8.566553,9.411476,11.642914
ENSG00000155657,0.006455,0.031351,0.138167,0.000833,0.002505,0,0.001506,0.141307,0.006905,0.233689,0.169489,0.283977
ENSG00000155659,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155660,385.737003,443.473283,441.386368,229.145546,307.545487,303.907115,149.980342,177.268269,202.821934,128.606542,131.714818,118.228114
ENSG00000155666,0.845784,0.218285,0.323054,4.61125,2.117442,1.038283,3.756911,0.62431,1.932981,3.094214,0.99714,0.438011
ENSG00000155714,0,0,0,0,0,0,0,0.056247,0.119431,0,0,0
ENSG00000155719,0,0,0.207309,0.018977,0,0.037108,0.02777,0.035502,0.055647,0.093406,0.088132,0.061554
ENSG00000155729,4.352716,6.530359,6.428113,5.172841,6.558989,5.548843,4.166191,5.340877,7.168114,8.545114,7.56055,8.243626
ENSG00000155744,2.980363,6.299059,4.693995,5.1605,8.020925,7.700709,4.191357,4.023426,5.586596,4.617755,5.634081,8.998344
ENSG00000155749,0.636062,0.117126,1.624129,16.45052,32.079677,26.749902,0,0,0,0.136323,0.50441,1.09319
ENSG00000155754,0,0,0,0.029035,0.012837,0.078045,0,0,0,0.028245,0.011977,0.009655
ENSG00000155755,25.745024,29.647295,23.838295,27.163081,33.714666,29.09754,27.632789,24.13111,24.65778,10.977357,9.732399,7.27033
ENSG00000155760,3.991906,5.859425,5.27212,7.506372,5.501886,5.92098,1.636323,1.364929,1.866188,8.504318,6.79271,6.290365
ENSG00000155761,0.078274,0.645509,0.943792,0.624172,0.879924,2.550306,0,0,0,0,0,0
ENSG00000155792,1.100377,1.318548,1.116547,0.290599,0.349404,0.771621,0.183722,0.436709,0.589361,2.385152,1.222886,1.772998
ENSG00000155816,2.112611,1.799086,1.395667,0.10017,0.121776,0,0.009847,0.862295,0.593548,0.491488,0.21401,1.004893
ENSG00000155827,40.754964,49.946859,49.341611,28.249901,29.850214,25.217764,28.637712,32.703977,36.46633,22.900973,25.371287,36.003905
ENSG00000155833,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155846,3.287112,3.244498,2.457927,2.539076,2.887997,2.706118,4.681558,6.089183,6.832076,2.280828,3.349257,2.613562
ENSG00000155849,23.631701,11.237976,12.00775,12.232739,12.153477,10.580024,19.276052,14.390975,9.10183,0.629015,1.057515,0.289353
ENSG00000155850,11.98022,12.713909,14.011853,3.528654,3.59771,3.477896,7.038606,9.11433,10.524311,13.128179,14.155553,13.433464
ENSG00000155858,1.861629,1.585862,1.834713,1.574604,1.813015,1.88409,3.644229,2.725835,2.365246,3.086345,2.569473,1.828871
ENSG00000155868,13.211595,16.381919,13.579597,10.374264,11.551183,9.931197,10.865279,13.543168,16.843333,15.916079,17.995054,22.079914
ENSG00000155875,0,0.009573,0,0,0.045698,0.064807,0,0.031162,0,0,0.037668,0
ENSG00000155876,42.740135,43.755941,48.255795,31.556594,35.634727,38.899393,32.345929,48.086097,50.393814,23.287475,28.33201,31.506017
ENSG00000155886,0.19448,0.007652,0.012366,0,0,0,0,0.008771,0.009296,0,0,0.00484
ENSG00000155890,0,0,0,0,0,0,0.02659,0,0,0,0,0
ENSG00000155893,3.630329,9.755109,10.227232,9.129311,10.161161,11.150169,4.439797,6.433592,9.319391,1.656812,4.14695,4.313666
ENSG00000155897,0,0,0,0,0,0,0,0,0,0.105324,0,0.04466
ENSG00000155903,16.339499,14.641387,15.462146,4.311018,5.181933,6.045676,6.299711,3.688326,4.40214,3.240643,3.524258,2.329902
ENSG00000155906,21.926443,20.5205,21.381615,18.979328,15.744935,17.655358,13.912923,12.719728,14.515288,12.663341,15.65454,12.466288
ENSG00000155918,3.00613,4.280172,2.743362,0.610444,0.244113,0,3.931546,4.379499,4.049693,0.442763,1.34108,2.033495
ENSG00000155926,0,0,0.040577,0,0,0,0,0.043146,0.085435,0,0,0
ENSG00000155957,91.845071,45.610337,53.621174,126.409198,101.527014,105.143195,61.921496,34.914796,40.821994,96.145692,51.128717,50.158828
ENSG00000155959,71.031412,53.526635,55.175433,152.747524,121.29583,115.406799,74.053615,49.486791,63.319908,88.921224,63.719986,50.643191
ENSG00000155961,0.82563,3.705871,2.414166,8.985255,10.062863,10.196859,0.074812,0.127291,0.044983,0,0,0.062405
ENSG00000155962,2.142177,4.67534,7.54687,0.224166,0.168459,0.80736,0.126541,1.263408,1.409647,1.154909,0.288239,0.147751
ENSG00000155966,0.060491,0.229677,0.355955,1.712414,2.373907,2.581136,0,0.032594,0.169362,0,0,0.021123
ENSG00000155970,0.509765,0.360768,0.073931,23.176535,42.776499,42.334044,0,0,0,2.454169,1.456265,2.121016
ENSG00000155974,0.813229,0.178038,1.1999,19.010467,4.9623,34.143678,1.11949,0.170824,0.098271,15.328503,3.533552,9.2409
ENSG00000155975,26.823646,21.106716,19.769188,51.98532,65.086753,69.035183,21.643075,28.012137,23.661072,24.721316,22.489383,20.985708
ENSG00000155980,1.459456,3.587867,4.308889,0.145078,0.654401,0.369794,0.055732,0.056775,0.163344,0.020011,0.056531,0.027344
ENSG00000156006,0,0,0,0,0,0.050547,0,0,0,0,0,0
ENSG00000156009,0.635526,2.21418,1.828952,0,0.220873,0.319282,0.159268,0.512075,0.319514,0,0,0
ENSG00000156011,4.712518,8.925132,9.550101,8.844633,8.812576,8.080237,5.463867,9.527153,9.998558,9.462211,14.835586,16.600172
ENSG00000156017,26.440633,24.078661,22.758693,15.103938,10.856964,10.902346,25.164999,26.695568,31.565907,13.793849,9.229348,8.49546
ENSG00000156026,33.528653,25.449512,24.492594,17.183595,16.438626,16.381382,32.451179,22.00366,26.615459,29.259785,33.270156,34.864953
ENSG00000156030,17.897996,14.70083,12.38521,11.710651,13.965038,12.72878,19.910933,19.976167,21.039555,10.979617,12.255913,14.712309
ENSG00000156042,0.429114,1.88817,2.181367,0.230525,0.550948,0.699392,0.161303,0.949491,1.039608,0.431924,1.136154,2.285075
ENSG00000156049,0.033454,0.216325,0.05821,0.211349,0.090753,0.097173,0,0,0,0,0,0
ENSG00000156050,1.345471,1.470208,1.620373,1.443552,1.480057,1.232654,0.761593,0.346271,0.767056,0.748647,0.933637,0.942641
ENSG00000156052,15.673232,10.528863,10.436714,12.20478,12.137453,11.911536,13.870278,11.123687,12.539376,15.688038,16.414112,14.315766
ENSG00000156076,1.990907,4.980284,5.312163,0.033898,0.747145,0.354548,0.030612,0.185235,0.122774,0.230796,0.190198,0.456455
ENSG00000156096,0.079782,0.173791,1.032236,0,0,0.318285,0.567685,0.287111,0,0.144806,0.069707,0.31072
ENSG00000156097,0,0.471966,0.946135,0,0,0.283032,0.013035,0,0.021158,0,0,0.291702
ENSG00000156103,1.297571,2.725641,3.142359,0,0.005974,0.042945,0,0,0,0.058022,0.195061,0.08539
ENSG00000156110,52.549196,48.562369,45.301289,44.305161,38.102632,39.430137,80.241925,53.125161,59.967483,51.404784,47.572735,47.056977
ENSG00000156113,6.785102,6.716136,6.681927,0,0,0.026295,11.023253,8.658338,7.821241,33.595167,24.486398,18.257624
ENSG00000156127,24.488583,16.942411,14.712464,0,0,0,1.664733,1.008338,0.936919,0,0,0.274392
ENSG00000156136,20.204402,19.136689,19.103095,34.962272,28.64437,32.099556,26.073162,16.026369,16.751541,12.841095,9.054931,5.210726
ENSG00000156140,0.41199,1.158431,0.980325,0.30425,0.988554,0.290641,0,0.021773,0.039617,2.787229,2.412776,2.103319
ENSG00000156150,0.535677,0.281045,0.226435,0.376647,0.213476,0,0,0.087338,0.185278,0,0.119579,0.234955
ENSG00000156162,36.199398,25.550417,28.958018,20.565146,18.050573,16.931927,11.123405,5.186738,7.720064,21.699028,20.608042,13.479459
ENSG00000156170,21.050237,14.539179,19.831004,17.733062,12.840697,12.890547,23.614416,10.076945,11.008657,18.221328,12.705753,9.813458
ENSG00000156171,34.69619,18.743679,17.643062,21.889923,15.954225,19.831099,10.486271,9.926041,9.720169,30.665114,29.768367,23.701655
ENSG00000156172,1.670254,2.216617,2.063765,1.529593,1.467168,1.688156,0.908011,1.179269,1.171114,3.593389,3.35208,2.914361
ENSG00000156194,0.023594,0.025417,0.041052,0.042598,0.042689,0.034281,0,0.01455,0.015426,0.041451,0.019918,0.016049
ENSG00000156206,0,0,0,0.097598,0.097743,0,0.232113,0.033327,0.455709,0,0,0.036719
ENSG00000156218,24.708929,23.788125,20.708881,6.763762,10.832713,11.542199,10.536646,16.659154,18.16131,15.092399,21.157716,20.886618
ENSG00000156219,0,0,0,0,0,0,0.394696,1.552679,0.378937,0,0,0
ENSG00000156222,0,0.042259,0,0,0,0,0,0,0,0,0.026412,0
ENSG00000156232,3.461817,3.576707,3.493393,3.542409,4.913253,5.100212,5.086691,3.833875,4.692703,3.934337,4.976361,4.913575
ENSG00000156234,0,0,0.204765,0,0.070784,0,0,0,0,0,0,0
ENSG00000156239,3.971865,6.708913,5.17506,6.521146,5.29646,6.654732,10.294836,11.527412,14.719794,4.643092,4.876832,6.126765
ENSG00000156253,23.043476,20.012016,20.628202,30.403671,28.312772,27.62185,7.098883,4.188271,3.606955,14.018023,11.616993,13.285041
ENSG00000156256,27.428508,24.406396,23.047604,40.331589,31.741618,29.523774,36.1347,21.261043,24.474022,24.996849,17.531871,14.057575
ENSG00000156261,211.811316,202.6052,214.606005,387.515628,397.684706,388.196423,348.213858,309.178933,338.158403,175.163389,168.937202,166.737149
ENSG00000156265,1.812345,4.698885,4.09288,2.761258,1.760395,3.977892,24.678572,30.948362,30.058456,3.814936,3.945423,2.841872
ENSG00000156269,0.719769,0.639044,0.589382,0,0,0,0,0.234842,0.304419,0,0,0
ENSG00000156273,15.051561,19.147831,12.587776,10.083109,12.220514,8.570404,16.631058,14.020399,16.123014,12.043367,11.556093,12.550301
ENSG00000156282,0,0,0,0,0,0,0.064471,0,0,0,0,0
ENSG00000156284,0,0,0,0,0,0,0,0.025319,0.161112,0,0,0
ENSG00000156298,15.982833,14.931686,19.219532,5.917807,10.542293,10.531163,0.330087,1.137522,1.536047,0,0,0
