,DysiNKTD1_KKU213C,DysiNKTD2_KKU213C,DysiNKTD2_SSP25,iNKTD2_D131,iNKTD1,iNKTD2
ENSG00000125817,47.643975,44.707555,47.581181,50.751364,69.056951,59.375194
ENSG00000125818,80.58913,104.289921,86.370735,98.678824,87.129424,92.693585
ENSG00000125820,0,0,0,0,0,0
ENSG00000125821,17.63952,25.955887,24.263425,29.971207,33.275203,27.763554
ENSG00000125823,0,0,0,0,0,0
ENSG00000125826,142.314214,137.190966,167.773521,143.458686,87.944106,137.048233
ENSG00000125827,63.602551,79.921284,68.589217,76.087972,42.633776,61.404373
ENSG00000125831,0,0,0,0,0,0
ENSG00000125834,9.013286,6.491332,11.008269,9.46808,8.202062,7.770485
ENSG00000125835,114.790655,133.834543,105.577031,142.816574,399.619551,251.136387
ENSG00000125841,1.151038,0.714575,2.61839,4.032666,3.294713,0.67184
ENSG00000125843,5.509729,10.573752,3.020285,5.79685,14.026536,11.27135
ENSG00000125844,58.015249,55.588462,67.53813,63.039844,59.75522,65.305514
ENSG00000125845,0.10325,0,0.044344,0.886258,0.030323,0
ENSG00000125846,12.763792,10.661072,15.872411,14.822224,4.182856,7.620989
ENSG00000125848,0,0.020435,0,0.024922,0,0
ENSG00000125850,0.465014,0,0.515708,0.093338,0,0
ENSG00000125851,0.16803,0.059131,0.145688,0.0646,0,0.152407
ENSG00000125861,0,0,0,0,0,0
ENSG00000125863,9.403001,12.038228,9.176597,15.482608,6.347452,13.578304
ENSG00000125864,0.752152,1.598375,0.123732,0.566935,1.950297,2.109116
ENSG00000125868,60.527906,69.994023,69.289978,78.260603,86.234588,79.87671
ENSG00000125869,0,0,0,0,0.056913,0
ENSG00000125870,70.1668,82.491988,78.619355,72.492351,148.192694,123.772474
ENSG00000125871,59.832678,53.512083,59.940463,50.541656,65.481344,63.149311
ENSG00000125872,0,0,0,0,0,0
ENSG00000125875,40.452948,33.961053,55.11877,42.53736,20.173659,34.767699
ENSG00000125877,32.790715,46.451704,29.245564,45.115266,76.196999,55.912728
ENSG00000125878,0,0,0,0,0,0
ENSG00000125879,0,0.096383,0,0,0,0
ENSG00000125885,3.485476,4.388511,3.098831,6.269353,18.466314,9.899567
ENSG00000125888,0,0,0,0,0,0
ENSG00000125895,0,0.154778,0.050683,1.371712,0,0
ENSG00000125898,32.975763,27.542715,38.87916,30.919915,32.725148,33.960757
ENSG00000125900,0.050712,0,0.134561,1.410663,0,0
ENSG00000125901,23.271592,23.358939,26.918906,32.262719,29.913402,25.940734
ENSG00000125903,0,0,0,0,0,0
ENSG00000125910,137.58255,191.147688,72.086822,98.043423,217.523303,173.573821
ENSG00000125912,35.257481,20.02271,32.520344,39.809549,29.755618,30.256818
ENSG00000125931,0.265435,0,0,0,0.198369,0
ENSG00000125944,110.172721,127.785763,107.334469,104.956707,220.886293,164.89675
ENSG00000125945,9.757936,7.911434,7.432935,8.402554,3.729001,6.957045
ENSG00000125952,118.331772,144.021172,177.434477,133.685417,122.70138,147.808622
ENSG00000125954,0.141374,1.460584,1.129986,1.009069,1.444487,0.221089
ENSG00000125962,8.513304,7.250028,9.201311,11.32574,4.405086,6.428587
ENSG00000125965,0.040585,0,0,0.04371,0,0.031938
ENSG00000125966,1.53676,1.989822,1.158084,3.493789,0.390267,0.947012
ENSG00000125967,37.421592,23.902172,43.162482,42.16663,7.689244,19.214679
ENSG00000125968,1.08039,0.694382,17.464623,5.720064,0.275373,0.184533
ENSG00000125970,169.880438,210.543621,242.47078,184.268129,293.09677,229.911162
ENSG00000125971,155.252867,200.892783,175.097674,166.741512,209.97052,247.592771
ENSG00000125975,0,0,0,0,0,0
ENSG00000125977,48.165329,57.949615,64.699864,65.715314,105.022836,67.608077
ENSG00000125991,114.707112,155.107344,79.736927,127.933846,116.073714,152.045172
ENSG00000125995,69.032375,65.604298,146.884749,144.775454,161.34768,136.581524
ENSG00000125997,0,0,0,0.342523,0,0
ENSG00000125998,0,0,0,0.064197,0,0
ENSG00000125999,0,0.090663,0.222389,0.111169,0,0.040522
ENSG00000126001,58.066479,68.372476,47.264817,77.120411,53.415417,60.501035
ENSG00000126003,6.957239,9.456261,8.312463,10.176654,18.555051,13.728114
ENSG00000126005,101.995737,113.839538,94.15667,129.985476,41.822155,81.636805
ENSG00000126010,0,0.04544,0,0,0.060659,0.040619
ENSG00000126012,78.236388,82.51347,85.574869,100.575261,42.335238,81.898169
ENSG00000126016,0.366812,0.102968,0.251254,0.261478,0.523433,0.081875
ENSG00000126062,16.321247,19.693587,18.301706,22.916897,20.387681,23.626959
ENSG00000126067,45.084829,55.03568,31.308036,34.848689,121.517814,90.81958
ENSG00000126070,14.947495,12.079412,20.639975,14.353034,10.37986,7.966794
ENSG00000126088,71.129366,76.47135,63.345801,73.178971,63.175286,72.876425
ENSG00000126091,6.742934,7.093384,10.964415,11.892842,6.711534,7.147801
ENSG00000126106,2.929382,3.970454,2.768385,3.896691,3.537053,6.478986
ENSG00000126107,47.670397,51.933893,53.100746,59.017008,28.817589,49.560361
ENSG00000126214,169.813278,154.81205,242.977708,210.306569,97.547643,133.933227
ENSG00000126215,8.073264,5.575103,4.986553,6.169047,32.621414,10.422618
ENSG00000126216,17.150098,20.999936,18.259644,16.49325,31.993605,25.823386
ENSG00000126217,0.366755,0.124217,0.851559,3.507217,0,0.233857
ENSG00000126218,0,0,0,0.098532,0,0
ENSG00000126226,78.420209,85.36731,113.17332,86.982097,57.935976,86.074051
ENSG00000126231,0.07004,0,0,0.152005,0.041201,0.220761
ENSG00000126233,0,0,0,0,0,0
ENSG00000126243,17.476359,12.701208,11.874325,21.469492,18.857755,21.713552
ENSG00000126246,243.273155,241.041593,190.296733,266.181623,76.665773,226.086596
ENSG00000126247,412.684778,575.7417,306.882879,292.932174,500.147982,640.240033
ENSG00000126249,2.537278,2.63421,4.020334,4.575992,4.681796,5.401969
ENSG00000126251,0,0,0,0,0,0
ENSG00000126254,48.106622,61.598499,40.854442,37.028442,85.353574,82.641224
ENSG00000126259,0.050387,0.141378,0.165902,1.196805,0.245488,0.324757
ENSG00000126261,74.579235,59.661651,93.934841,83.451481,105.901053,91.165716
ENSG00000126262,0,0,0,0.051888,0.056532,0
ENSG00000126264,289.19109,386.618418,196.816788,253.351251,368.918296,612.382389
ENSG00000126266,0,0,0,0,0,0
ENSG00000126267,323.311212,460.491718,325.366879,278.247471,640.896967,526.989732
ENSG00000126337,0,0,0,0,0,0
ENSG00000126351,15.910328,10.575975,22.095208,21.600516,2.996486,8.214206
ENSG00000126353,7.630518,3.647204,13.405287,7.768006,7.06631,2.197387
ENSG00000126368,3.465662,3.803851,7.885286,4.390647,2.761988,5.992882
ENSG00000126391,43.10355,30.803555,39.061362,47.376477,41.917298,46.776174
ENSG00000126432,154.988992,156.335249,198.483111,233.708538,241.178004,199.271429
ENSG00000126453,20.755374,21.469089,16.595358,24.739445,64.498935,37.605189
ENSG00000126456,315.461621,321.751658,383.477192,379.694499,96.05474,190.253416
ENSG00000126457,95.522734,87.758384,133.406163,145.325104,120.435473,90.452668
ENSG00000126458,32.295653,24.187957,40.720006,45.43842,10.907424,22.65061
ENSG00000126460,0.225477,0.401285,0.52255,0.816648,0.28473,0.118476
ENSG00000126461,41.632241,33.455485,38.373905,56.617171,32.114351,40.493421
ENSG00000126464,24.08228,32.234029,22.017683,19.977128,17.987069,31.082873
ENSG00000126467,0.053048,0.781558,0.135064,0,0,0.167077
ENSG00000126500,0.023381,0.041113,0,0,0,0.018385
ENSG00000126522,25.732792,25.940076,23.943415,20.852294,30.823375,28.223244
ENSG00000126524,65.380441,56.793969,81.380527,64.185474,36.505531,51.488396
ENSG00000126545,0,0,0,0,0,0
ENSG00000126549,0.502632,0.224346,0.160292,0,0,0
ENSG00000126550,1.018741,1.661708,1.439275,1.768038,0.496285,0.714372
ENSG00000126561,41.679174,43.246091,41.097367,38.465631,33.592423,38.325927
ENSG00000126562,1.10409,0.279347,0.910235,1.018354,0.073777,0.247607
ENSG00000126581,65.254479,89.218736,68.8569,61.052536,78.911236,92.525305
ENSG00000126583,0.604145,0.052791,1.44099,1.257095,0,0.070814
ENSG00000126602,37.661271,25.574609,56.266522,54.889055,28.471921,25.711908
ENSG00000126603,0.71353,0.159659,2.191795,1.407779,0,0.103568
ENSG00000126653,32.262418,34.16019,37.880236,34.318357,27.481201,36.573353
ENSG00000126698,75.407489,84.495198,67.053093,67.418075,145.476721,115.985217
ENSG00000126705,15.368456,7.606732,15.067937,21.295451,5.379745,8.411098
ENSG00000126709,71.432157,65.308931,193.644206,70.945762,189.664545,104.771355
ENSG00000126733,0,0,0,0,0,0
ENSG00000126746,78.968104,88.157813,78.408812,70.233882,58.20185,76.618775
ENSG00000126749,23.776965,22.794527,18.011732,23.610282,35.71057,30.144465
ENSG00000126752,0,0.07307,0,0,0,0
ENSG00000126756,163.16828,160.496158,127.854207,121.578438,165.810569,161.560542
ENSG00000126759,7.668513,7.943146,6.706378,6.091102,0.522099,4.545646
ENSG00000126767,44.680562,33.568527,40.44342,28.809204,35.334969,32.675638
ENSG00000126768,35.181017,43.158671,39.544305,42.349864,48.844569,41.75008
ENSG00000126773,49.947623,35.728246,53.886106,45.429979,25.991804,37.184158
ENSG00000126775,18.876261,20.729833,23.586966,18.061226,4.467749,12.411757
ENSG00000126777,90.612776,76.797491,118.949772,90.148714,68.916791,66.847592
ENSG00000126778,2.795706,1.014833,1.122002,1.907824,6.022752,0.63246
ENSG00000126785,0,0,0,0.365333,0,0
ENSG00000126787,10.618617,17.189662,8.690582,13.364394,76.803482,26.554551
ENSG00000126790,60.176163,37.177638,38.157746,40.40193,7.077228,18.37588
ENSG00000126803,0.655579,0.441545,2.176066,4.278376,2.978637,1.257287
ENSG00000126804,103.204513,116.391788,105.918343,158.861573,54.248459,104.053016
ENSG00000126814,1.840379,3.846635,1.897912,1.790532,3.919917,1.480958
ENSG00000126821,15.341197,14.56054,16.390139,13.224533,23.018819,23.398457
ENSG00000126822,35.34269,75.758141,32.287821,36.945295,29.840502,53.219354
ENSG00000126838,0,0,0.053411,0,0,0
ENSG00000126856,0.315925,0.104267,0.170152,0.637784,0.092825,0.06215
ENSG00000126858,28.038937,31.726229,36.16491,26.524178,25.234742,23.349199
ENSG00000126860,177.871944,147.631041,160.090851,182.848591,107.734882,114.193957
ENSG00000126861,1.346814,0.925158,0.603107,0.239732,1.012811,0.318423
ENSG00000126870,9.765728,7.018016,7.241043,12.786022,4.244822,10.703958
ENSG00000126878,0.085541,0,0.612691,0,0.050249,0.156985
ENSG00000126882,92.445059,99.398686,82.004254,70.866471,67.642329,93.652216
ENSG00000126883,19.442815,21.354364,15.258078,18.184645,17.061302,21.838968
ENSG00000126890,0.468013,0.20697,0.15589,0,0,0
ENSG00000126895,0.082088,0.151544,0.214375,0.187055,0.22471,0.064719
ENSG00000126903,27.199341,27.303687,24.207946,23.577343,29.051053,33.127954
ENSG00000126934,159.052753,153.883648,163.507044,168.569801,135.017683,129.042256
ENSG00000126945,51.290868,64.28202,56.935553,51.039822,62.7157,76.459554
ENSG00000126947,0.046036,0,0,1.092291,0.081177,0
ENSG00000126950,0,0,0,0.047993,0,0
ENSG00000126952,0,0,0,0.257799,0,0.062283
ENSG00000126953,2.722228,3.368295,4.515354,4.734264,9.309815,8.35263
ENSG00000126970,10.895419,6.394522,7.670745,9.985878,6.718834,7.984644
ENSG00000127022,178.869386,109.940352,88.559522,91.806618,191.558412,91.675128
ENSG00000127054,116.461898,111.671838,172.126877,153.965926,63.173501,96.11827
ENSG00000127074,0.428225,0.355348,1.239409,0.8769,0.346289,0.659407
ENSG00000127080,14.256096,9.567181,13.299259,7.364382,10.681536,8.835358
ENSG00000127081,6.168889,7.128129,6.766516,5.65068,3.915413,6.370724
ENSG00000127083,0,0,0,0,0,0
ENSG00000127084,169.101813,193.398623,147.462548,147.087458,69.624387,120.627506
ENSG00000127124,19.733773,23.098122,24.421049,15.620842,20.292788,20.74207
ENSG00000127125,52.032309,71.70846,55.222017,57.37042,36.842609,64.921428
ENSG00000127129,0,0,0,0,0,0
ENSG00000127152,51.488731,41.249026,38.330098,29.85644,23.949242,34.2893
ENSG00000127184,524.693804,531.933463,423.263609,484.833528,491.922069,578.622441
ENSG00000127191,25.010707,25.480328,36.406432,30.816012,32.961297,40.706846
ENSG00000127220,11.766234,9.490178,10.401366,15.180869,10.623139,8.669237
ENSG00000127241,0,0,0,0,0,0.011855
ENSG00000127249,0.183716,0.587759,1.774803,1.956018,0.036048,0.963665
ENSG00000127252,0,0,0.989495,0,0,0
ENSG00000127311,17.104503,13.626617,30.019648,20.298722,7.300672,10.976948
ENSG00000127314,253.529311,297.51616,278.579535,276.513488,392.046291,324.444422
ENSG00000127318,0,0,0,0,0,0.299435
ENSG00000127324,0,0,0,0,0,0
ENSG00000127325,0,0,0,0,0,0
ENSG00000127328,20.589123,17.359856,22.655316,16.58343,14.360443,21.999698
ENSG00000127329,0.007161,0.00629,0.432093,0.022943,0,0
ENSG00000127334,88.360993,61.586935,98.175791,74.004563,31.242295,52.238316
ENSG00000127337,19.451125,38.87463,17.316252,23.826208,46.841983,34.748634
ENSG00000127362,1.735201,0.360769,1.339209,1.563498,0.180326,0.161093
ENSG00000127364,2.568063,2.481363,4.745592,4.473878,0.223107,0.799818
ENSG00000127366,3.758671,1.191812,3.19901,3.053489,0.113488,1.368599
ENSG00000127377,0,0,0,0,0,0
ENSG00000127399,12.342342,18.428844,14.30763,13.441679,25.294108,20.614776
ENSG00000127412,0,0,0,0,0,0
ENSG00000127415,30.532896,38.679248,61.914095,95.854817,5.736847,24.61258
ENSG00000127418,65.93607,26.21909,123.600154,58.92813,8.759525,9.423707
ENSG00000127419,36.634201,48.520531,91.471456,56.870041,25.232282,25.122938
ENSG00000127423,0.139222,0.449473,1.197767,1.00109,5.448963,1.680353
ENSG00000127445,92.756231,103.239245,130.349051,98.801281,127.009397,118.562707
ENSG00000127452,26.341581,20.628234,35.406297,24.710765,15.109132,19.067777
ENSG00000127463,12.532307,15.91938,14.515521,17.662102,11.596945,18.711978
ENSG00000127472,0,0,0,0,0,0
ENSG00000127481,108.668312,85.447957,144.47099,98.182141,43.274898,53.526367
ENSG00000127483,462.813943,459.176197,407.480441,388.330347,259.527102,337.275406
ENSG00000127507,3.640355,0.948431,3.190388,3.085133,3.089907,0.580647
ENSG00000127511,47.135542,55.311001,42.517562,65.673166,16.250761,39.474489
ENSG00000127515,0,0,0,0,0,0
ENSG00000127526,56.78697,43.631653,70.261336,58.549961,30.00963,43.02635
ENSG00000127527,28.82783,34.243666,26.644197,41.162232,25.961559,33.186324
ENSG00000127528,59.973808,140.15678,12.311841,13.693671,115.691903,103.668714
ENSG00000127529,0,0,0,0,0,0
ENSG00000127530,0.703053,0.626651,0.602344,0.658546,0.269338,0.272035
ENSG00000127533,0.026839,0,0,1.142516,0.441423,0.168862
ENSG00000127540,116.320629,105.613424,74.468772,87.940928,140.553414,117.475037
ENSG00000127554,46.920639,35.887281,31.806768,40.987312,42.176934,56.664925
ENSG00000127561,32.579047,18.091095,35.312655,31.90901,7.702752,17.135973
ENSG00000127564,15.937754,17.25646,13.694663,20.779817,67.312428,53.59698
ENSG00000127578,0.280242,0.295577,0.496641,0.760359,0.021942,0.19094
ENSG00000127580,10.723954,10.115451,11.282971,10.328474,8.008093,9.22952
ENSG00000127585,24.873705,15.403829,18.166407,32.315711,3.010237,8.526791
ENSG00000127586,34.950154,16.698886,17.600815,21.699529,33.10022,22.585491
ENSG00000127588,0,0,0,0,0,0
ENSG00000127589,0,0,0,0,0.094367,0
ENSG00000127603,294.93099,187.562166,319.297222,157.850676,97.169982,115.777832
ENSG00000127616,44.510957,42.645337,47.604201,52.993114,37.029057,48.140883
ENSG00000127663,29.081509,23.837487,28.528788,45.142919,10.960338,20.782981
ENSG00000127666,11.701068,15.537558,12.162645,13.008239,17.229786,22.818486
ENSG00000127720,5.029134,6.225876,4.171597,4.004374,3.788992,5.143786
ENSG00000127743,0,0,0,0.219455,0,0
ENSG00000127774,40.140086,45.6267,49.738494,38.628836,76.44816,58.450016
ENSG00000127780,0,0,0,0,0,0
ENSG00000127804,15.328163,12.676082,13.955055,15.650654,13.645622,17.830569
ENSG00000127824,157.034793,147.299115,146.059359,189.979095,277.138471,226.099346
ENSG00000127831,0.050416,0,0.094301,0.073606,0.01616,0.065112
ENSG00000127837,59.536862,52.627697,53.254104,50.678893,50.457808,48.258984
ENSG00000127838,62.994974,62.858212,69.516957,72.004283,71.226908,64.571831
ENSG00000127863,0.189111,0.050288,0,3.077199,1.067614,0.069724
ENSG00000127870,53.27067,43.341211,37.57841,27.837232,42.786789,48.832407
ENSG00000127884,36.522494,34.260436,34.948991,44.046164,43.0337,43.205757
ENSG00000127903,0.027032,0.142634,0.023226,0.774996,0.015879,0.02126
ENSG00000127914,43.527125,35.913546,43.260887,42.581096,18.70117,33.182287
ENSG00000127920,0,0,0.318318,2.319668,0.072484,0.024263
ENSG00000127922,57.477683,85.833234,80.119223,87.628991,113.771381,89.890893
ENSG00000127928,0.051163,0.270373,0.344513,0.055251,0.238932,0
ENSG00000127946,14.981363,12.0289,19.871896,13.249809,3.881717,8.530604
ENSG00000127947,54.825413,39.670611,72.211395,53.248315,26.57485,38.227774
ENSG00000127948,48.094108,46.882321,45.919914,43.352718,34.16657,29.397419
ENSG00000127951,4.762925,13.246065,3.750679,5.562117,4.759107,14.235398
ENSG00000127952,33.571845,32.443977,54.675104,41.881877,32.846361,29.01585
ENSG00000127954,0.986407,0.93925,0.755357,1.312538,0.26269,0.699036
ENSG00000127955,0,0.141261,1.730211,0.510451,0.005137,0.106818
ENSG00000127957,25.948221,22.480818,26.888931,22.610985,10.457311,13.865255
ENSG00000127980,47.831888,32.416172,47.740578,40.434222,8.887559,19.212562
ENSG00000127989,16.116072,19.650317,14.492813,20.468539,11.357926,16.115667
ENSG00000127990,7.136046,0.43098,3.572578,5.640871,0.625266,0.191496
ENSG00000127993,15.265922,20.074922,15.066981,13.612183,12.767446,17.619086
ENSG00000127995,15.884257,19.259151,17.141013,14.772351,11.171375,18.618179
ENSG00000128000,25.738025,27.158085,26.519638,35.607233,15.680557,32.135348
ENSG00000128011,15.555178,9.40331,23.386128,15.748529,4.122288,11.321176
ENSG00000128016,204.581437,150.799742,152.106457,133.271823,67.224891,116.183463
ENSG00000128039,1.606925,2.599688,1.558914,2.140185,3.812971,4.424042
ENSG00000128040,3.557543,3.115263,10.228419,25.335288,1.206011,8.200587
ENSG00000128045,0.525883,0.218557,0.101158,0.30263,0,0.092038
ENSG00000128050,13.17442,10.081478,22.212097,26.498686,83.421528,28.769633
ENSG00000128052,0,0,0.042389,0.017647,0,0
ENSG00000128059,4.383857,5.098497,7.341813,8.018886,13.483973,8.133054
ENSG00000128159,99.378925,61.800515,99.390659,95.923309,25.026115,36.465848
ENSG00000128165,2.062052,2.832388,5.94206,7.533433,0.819954,2.567078
ENSG00000128185,50.170107,53.856685,83.164588,73.416634,61.426758,65.632375
ENSG00000128191,23.734948,21.365184,25.320556,31.610401,21.384896,26.205362
ENSG00000128203,7.851681,8.66814,12.202846,11.567166,9.224307,10.360336
ENSG00000128218,0.346481,0,0,0,0,0
ENSG00000128228,39.663915,45.006431,50.342999,58.217222,88.221533,84.847168
ENSG00000128242,0.06258,0,1.372046,1.443514,0,0
ENSG00000128245,68.401855,84.338243,90.970974,89.943071,181.606377,127.813164
ENSG00000128250,0,0,0,0,0,0
ENSG00000128253,0.642124,0.320019,3.028277,2.898208,0.63488,1.559949
ENSG00000128262,0.018134,0,0,0.019419,0,0
ENSG00000128266,0.785678,0.39484,2.86371,1.837565,0.527449,0.816552
ENSG00000128268,0.646837,0.410584,0.724029,3.362663,0.348179,4.642106
ENSG00000128271,15.334254,16.602316,23.050712,27.402752,16.49473,20.207975
ENSG00000128272,307.879375,357.243249,380.07944,352.579868,405.920256,314.963073
ENSG00000128274,0.48959,0.040318,0.043869,4.707821,0.268625,0
ENSG00000128276,0,0,0,0,0,0
ENSG00000128283,0.31389,0.868525,2.050594,4.166224,0.079066,0.176471
ENSG00000128284,352.099188,390.524519,377.17648,301.171281,133.633048,167.551695
ENSG00000128285,1.08307,0.079091,0.246453,0.071528,0,0
ENSG00000128294,42.841401,33.638222,48.15169,37.919675,48.534091,53.30447
ENSG00000128298,1.51943,1.166123,2.483096,3.398335,0.168283,0.539231
ENSG00000128309,72.527503,67.95339,87.440899,72.451973,60.068778,47.743057
ENSG00000128310,0.095735,0,0.083612,0,0,0
ENSG00000128311,6.314045,7.883265,7.854934,14.502135,16.638804,7.647778
ENSG00000128313,0,0,0,0,0,0
ENSG00000128322,0,0,0.668775,0,1.575894,0
ENSG00000128335,141.193744,133.463072,136.995361,119.326094,63.999524,97.584139
ENSG00000128340,587.858035,752.476564,519.003106,506.81999,861.635102,984.457824
ENSG00000128342,4.534749,6.624388,5.64953,11.919093,36.493641,37.715954
ENSG00000128346,0.113485,0.550402,0.638267,0.613635,0.299739,0.107837
ENSG00000128383,0.733305,0.810518,1.736381,2.394851,0.341925,1.202587
ENSG00000128394,34.436387,31.758398,54.214033,24.934387,24.509791,34.069701
ENSG00000128408,1.36158,0.473342,0,0.652747,6.012764,2.421616
ENSG00000128422,19.873234,15.439136,1.337756,0.460228,0.356659,0.318962
ENSG00000128438,0,0,0,0.225822,0,0
ENSG00000128463,60.331404,68.194166,63.128834,61.939194,87.385395,94.03369
ENSG00000128482,0.998196,0.851949,1.255422,1.442824,0.102947,0.413517
ENSG00000128487,4.710811,3.547528,6.91211,5.890885,2.548633,1.318876
ENSG00000128510,0,0,0.2113,0.719694,0,0
ENSG00000128512,1.150191,0.181338,1.164957,4.308734,0.017026,0.29038
ENSG00000128513,11.252547,7.884502,11.551835,15.280967,19.008894,20.698456
ENSG00000128519,0,0,0,0,0,0
ENSG00000128524,89.507479,119.723117,124.179594,109.975619,158.355953,152.677349
ENSG00000128534,47.41418,64.827182,60.945941,46.269758,57.022887,49.530604
ENSG00000128536,5.643435,4.528742,0.379087,0.741064,0.209179,0.332257
ENSG00000128563,39.82414,45.075241,48.499306,54.247598,21.068214,36.594245
ENSG00000128564,0.194343,0.273655,0.054747,0.640937,0.159882,0.091754
ENSG00000128567,0.262838,0.307943,4.039734,14.739353,0.548709,0.515397
ENSG00000128573,0,0,0.119521,0,0.044846,0
ENSG00000128578,5.831178,6.248283,4.906437,2.373351,9.774535,7.380648
ENSG00000128581,5.625988,8.230564,8.008739,6.778078,6.738574,5.942758
ENSG00000128585,31.43124,22.327132,22.186368,21.10146,16.087039,19.417902
ENSG00000128590,30.33119,47.968052,67.595992,56.73,16.976959,52.479273
ENSG00000128591,0.029489,0,2.233882,0.072323,0,0
ENSG00000128594,0.024173,0,0.04151,0,0.167033,0
ENSG00000128595,28.87361,33.345488,45.196485,51.631106,45.896607,49.687407
ENSG00000128596,32.033346,18.110706,14.712789,24.599634,10.456781,11.632335
ENSG00000128602,0,0,0.234241,0.319193,0.058259,0
ENSG00000128604,19.021426,19.318136,22.328777,17.266663,21.914285,23.694344
ENSG00000128606,0.101128,0.403994,0.828533,0,0.029725,0
ENSG00000128607,15.160691,10.074273,11.746823,9.069641,10.202712,11.154737
ENSG00000128609,58.023965,56.687769,63.142191,61.553534,41.093739,48.732939
ENSG00000128610,0,0,0.161719,0,0,0
ENSG00000128617,0,0,0,0,0,0
ENSG00000128626,29.645858,29.859016,25.2935,31.332391,56.645294,49.082585
ENSG00000128641,3.391146,2.195369,2.129436,3.745223,0.61353,0.170781
ENSG00000128645,0,0,0,0,0,0.03953
ENSG00000128652,0,0,0,0,0,0
ENSG00000128654,13.816711,13.436487,16.930929,14.363785,14.861986,12.127093
ENSG00000128655,0,0,0.008194,0,0,0
ENSG00000128656,0.36285,1.563947,0.943543,1.907707,1.455567,0.310041
ENSG00000128683,12.154778,0.09071,2.855018,2.892897,1.646844,0.179306
ENSG00000128692,0,0.116195,0,0,0,0.104834
ENSG00000128694,7.627917,6.857351,7.340284,10.391075,4.189206,6.609216
ENSG00000128699,223.973516,218.464299,207.49782,255.451559,79.021856,129.665503
ENSG00000128708,23.31962,29.47464,27.957966,28.767796,86.606844,54.82921
ENSG00000128709,0,0,0.046235,0.231128,0,0
ENSG00000128710,0,0,0,0.430133,0,0
ENSG00000128713,0,0,0.074944,0,0,0
ENSG00000128714,0,0,0,0,0,0
ENSG00000128731,41.481475,33.704252,35.779002,38.891748,26.16698,24.446996
ENSG00000128739,114.482655,117.588416,123.810612,117.893292,46.791202,85.052605
ENSG00000128789,57.519328,71.574995,64.069696,50.270642,102.82012,88.525407
ENSG00000128791,9.897971,9.044311,13.998437,13.504529,10.700169,11.406973
ENSG00000128805,3.957037,2.520842,0.643967,2.208935,0.502154,0.570936
ENSG00000128815,0.008792,0,0,0,0.129029,0.006909
ENSG00000128829,12.546046,12.698108,14.346673,14.130448,13.447185,13.990734
ENSG00000128833,0.334376,0.214625,0.429507,0.27441,0.203867,0.305032
ENSG00000128849,0.123939,0.021778,0.274405,0.132226,0.014553,0.038963
ENSG00000128872,14.207105,5.727675,16.728112,13.943437,3.013094,3.659722
ENSG00000128881,19.317399,11.100779,19.418096,13.567528,4.739968,7.325957
ENSG00000128886,0.370667,0.235472,0.098721,0.621079,0.775025,0.417035
ENSG00000128891,37.880315,37.865023,40.906952,25.626086,40.914405,35.32621
ENSG00000128908,12.964387,16.162012,7.943423,10.342571,13.774871,17.652884
ENSG00000128915,30.774807,23.629675,30.274816,24.266403,25.56911,27.013175
ENSG00000128917,0.054474,0.047905,0.093405,0.254613,0.031998,0
ENSG00000128918,0,0,0,1.504979,0,0
ENSG00000128923,17.283321,15.085011,21.352004,16.790646,6.187318,12.335239
ENSG00000128928,47.78351,45.613719,48.969624,53.51946,39.490036,38.789997
ENSG00000128944,10.870042,13.366959,15.456368,10.988311,50.427883,27.812962
ENSG00000128951,103.856429,90.918261,101.457318,110.292719,281.531161,132.948098
ENSG00000128965,0.872303,0.260412,0.459111,0.932602,3.191692,1.772647
ENSG00000128973,7.486528,8.524646,6.423745,7.567412,33.421243,34.607535
ENSG00000128989,91.301058,83.852155,93.972807,83.983888,135.430003,136.74609
ENSG00000129003,94.286901,86.627862,90.908224,94.85243,28.293981,57.628616
ENSG00000129007,3.786629,3.395006,4.270091,6.864044,7.272667,4.423273
ENSG00000129009,0,0,0,0,0,0
ENSG00000129028,0.305188,0.177272,0.138877,0.173521,0.118362,0
ENSG00000129038,6.476852,1.938861,2.107694,5.493271,3.709021,5.030154
ENSG00000129048,0.207273,0.091705,0,0.056229,0.061208,0.286909
ENSG00000129055,14.460643,24.800915,26.198815,30.605158,21.652812,28.279227
ENSG00000129071,32.995984,38.928417,42.445026,34.250363,36.159334,37.615165
ENSG00000129083,79.740608,94.233893,88.386897,81.932598,94.756068,100.606996
ENSG00000129084,215.720552,204.451819,203.1749,202.435738,268.555981,235.989508
ENSG00000129103,176.725915,159.95796,193.914514,192.326025,101.936246,125.805676
ENSG00000129116,1.503177,0.844213,4.494654,3.604336,4.806206,0.908452
ENSG00000129128,112.402433,134.48648,147.096227,122.903951,130.245597,134.029679
ENSG00000129151,0,0,0,0,0,0
ENSG00000129152,0,0,0,0,0,0
ENSG00000129158,31.94934,24.138157,27.603163,28.673182,22.875691,19.424078
ENSG00000129159,0,0,0.120103,0,0,0
ENSG00000129167,0.374785,0.389263,1.535832,0.638322,0.160052,0.737622
ENSG00000129170,0,0,0,0,0,0
ENSG00000129173,3.771578,5.713431,3.830462,2.733469,27.021716,13.178309
ENSG00000129187,44.675618,54.031683,42.12164,39.838964,57.613959,58.077238
ENSG00000129194,1.720676,1.161421,0.380624,0.575739,0.127955,0.085738
